0	1
1	4
2	9
3	15
4	25
5	31
6	45
7	54
8	73
9	86
10	106
11	118
12	147
13	162
14	200
15	211
16	254
17	266
18	316
19	327
20	377
21	394
22	451
23	475
24	534
25	553
26	622
27	630
28	712
29	727
30	808
31	826
32	913
33	936
34	1025
35	1055
36	1140
37	1175
38	1248
39	1295
40	1387
41	1444
42	1545
43	1595
44	1692
45	1745
46	1842
47	1901
48	1996
49	2058
50	2154
51	2221
52	2322
53	2400
54	2499
55	2585
56	2686
57	2769
58	2873
59	2962
60	3065
61	3166
62	3316
63	3429
64	3585
65	3691
66	3850
67	3959
68	4122
69	4192
70	4349
71	4434
72	4602
73	4688
74	4853
75	4945
76	5108
77	5209
78	5373
79	5477
80	5657
81	5752
82	5940
83	6039
84	6236
85	6338
86	6537
87	6642
88	6842
89	6942
90	7127
91	7237
92	7440
93	7557
94	7758
95	7877
96	8066
97	8210
98	8386
99	8531
100	8718
101	8869
102	9061
103	9206
104	9406
105	9571
106	9774
107	9950
108	10135
109	10324
110	10506
111	10705
112	10891
113	11083
114	11279
115	11464
116	11666
117	11842
118	12068
119	12249
120	12461
121	12643
122	12862
123	13052
124	13284
125	13461
126	13707
127	13893
128	14143
129	14349
130	14575
131	14789
132	15013
133	15264
134	15460
135	15724
136	15913
137	16174
138	16374
139	16633
140	16845
141	17100
142	17293
143	17570
144	17778
145	18077
146	18264
147	18549
148	18757
149	19050
150	19267
151	19549
152	19786
153	20083
154	20309
155	20613
156	20835
157	21161
158	21336
159	21693
160	21861
161	22215
162	22405
163	22759
164	22945
165	23310
166	23486
167	23843
168	24033
169	24387
170	24601
171	24980
172	25197
173	25592
174	25799
175	26194
176	26409
177	26797
178	27019
179	27405
180	27625
181	27996
182	28228
183	28597
184	28852
185	29215
186	29486
187	29848
188	30100
189	30463
190	30737
191	31110
192	31382
193	31839
194	32173
195	32657
196	32975
197	33449
198	33768
199	34245
200	34482
201	34902
202	35158
203	35593
204	35845
205	36281
206	36544
207	36976
208	37255
209	37679
210	37959
211	38419
212	38671
213	39139
214	39400
215	39886
216	40153
217	40645
218	40908
219	41398
220	41651
221	42115
222	42385
223	42872
224	43137
225	43625
226	43895
227	44354
228	44671
229	45109
230	45419
231	45873
232	46193
233	46660
234	46959
235	47432
236	47774
237	48247
238	48616
239	49048
240	49441
241	49860
242	50270
243	50693
244	51090
245	51526
246	51907
247	52348
248	52713
249	53197
250	53571
251	54016
252	54391
253	54848
254	55238
255	55717
256	56077
257	56579
258	56957
259	57462
260	57877
261	58330
262	58757
263	59202
264	59699
265	60085
266	60603
267	60975
268	61483
269	61874
270	62373
271	62784
272	63274
273	63648
274	64173
275	64574
276	65134
277	65497
278	66024
279	66428
280	66964
281	67387
282	67901
283	68358
284	68895
285	69323
286	69872
287	70297
288	70880
289	71222
290	71854
291	72175
292	72802
293	73164
294	73785
295	74134
296	74775
297	75097
298	75726
299	76071
300	76706
301	77087
302	77753
303	78130
304	78819
305	79183
306	79876
307	80253
308	80932
309	81317
310	81994
311	82372
312	83018
313	83415
314	84052
315	84484
316	85111
317	85567
318	86190
319	86611
320	87233
321	87692
322	88335
323	88778
324	89542
325	90097
326	90909
327	91439
328	92228
329	92757
330	93548
331	93952
332	94635
333	95062
334	95764
335	96182
336	96889
337	97323
338	98024
339	98481
340	99165
341	99621
342	100361
343	100770
344	101518
345	101941
346	102716
347	103148
348	103933
349	104354
350	105134
351	105540
352	106283
353	106713
354	107484
355	107897
356	108672
357	109093
358	109822
359	110312
360	111012
361	111487
362	112208
363	112697
364	113439
365	113892
366	114638
367	115157
368	115900
369	116462
370	117141
371	117738
372	118394
373	119015
374	119675
375	120277
376	120953
377	121530
378	122210
379	122764
380	123506
381	124073
382	124751
383	125319
384	126014
385	126604
386	127330
387	127873
388	128631
389	129201
390	129961
391	130585
392	131265
393	131905
394	132571
395	133314
396	133890
397	134662
398	135217
399	135972
400	136554
401	137293
402	137903
403	138628
404	139183
405	139956
406	140550
407	141371
408	141910
409	142679
410	143279
411	144058
412	144687
413	145433
414	146110
415	146887
416	147517
417	148311
418	148939
419	149779
420	150288
421	151195
422	151669
423	152569
424	153103
425	153991
426	154503
427	155420
428	155888
429	156789
430	157289
431	158205
432	158753
433	159706
434	160243
435	161226
436	161747
437	162738
438	163277
439	164247
440	164795
441	165763
442	166299
443	167220
444	167782
445	168687
446	169296
447	170187
448	170828
449	171712
450	172302
451	173183
452	173827
453	174740
454	175354
455	176425
456	177201
457	178341
458	179083
459	180187
460	180926
461	182031
462	182602
463	183548
464	184146
465	185115
466	185699
467	186677
468	187282
469	188252
470	188887
471	189831
472	190463
473	191483
474	192049
475	193077
476	193662
477	194726
478	195323
479	196401
480	196980
481	198050
482	198609
483	199631
484	200221
485	201276
486	201837
487	202899
488	203471
489	204470
490	205133
491	206095
492	206735
493	207723
494	208381
495	209398
496	210005
497	211024
498	211720
499	212733
500	213488
501	214414
502	215215
503	216108
504	216940
505	217837
506	218644
507	219560
508	220333
509	221252
510	221995
511	222995
512	223755
513	224666
514	225427
515	226360
516	227150
517	228123
518	228849
519	229863
520	230625
521	231640
522	232473
523	233380
524	234233
525	235120
526	236109
527	236875
528	237901
529	238639
530	239641
531	240414
532	241393
533	242202
534	243162
535	243898
536	244919
537	245706
538	246788
539	247503
540	248514
541	249310
542	250332
543	251167
544	252145
545	253042
546	254059
547	254891
548	255930
549	256761
550	257858
551	258534
552	259716
553	260343
554	261516
555	262222
556	263377
557	264052
558	265245
559	265859
560	267032
